i,j,formula,eigvals,dopant_options
1790,1,BrClF214Rb213,"[0.00000000e+00+1.71307939e-05j 0.00000000e+00+1.43687194e-05j
 1.01060405e-05+0.00000000e+00j ... 3.04460939e-02+0.00000000e+00j
 3.04768581e-02+0.00000000e+00j 3.09075949e-02+0.00000000e+00j]","{'O', 'Yb', 'Er', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'S', 'Ho'}"
1790,2,F211Rb215SSr,"[0.00000000e+00+9.78599036e-06j 0.00000000e+00+4.96955104e-06j
 9.05929725e-06+0.00000000e+00j ... 2.79175147e-02+0.00000000e+00j
 2.81482420e-02+0.00000000e+00j 3.35641912e-02+0.00000000e+00j]","{'O', 'Yb', 'Er', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'S', 'Ho'}"
1790,3,BaF206NO2Rb208SSr,"[0.00000000e+00+1.50653504e-05j 0.00000000e+00+1.03607321e-05j
 8.42038928e-06+0.00000000e+00j ... 2.92464668e-02+0.00000000e+00j
 3.35991211e-02+0.00000000e+00j 3.42840117e-02+0.00000000e+00j]","{'O', 'Yb', 'Er', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'S', 'Ho'}"
1790,4,Ba2ClF211N2ORb210S,"[0.00000000e+00+1.75876474e-05j 0.00000000e+00+1.09473143e-05j
 9.18554622e-06+0.00000000e+00j ... 3.11515758e-02+0.00000000e+00j
 3.21243881e-02+0.00000000e+00j 3.26423724e-02+0.00000000e+00j]","{'O', 'Yb', 'Er', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'S', 'Ho'}"
1790,5,BaBr2F208N2Rb210S2Sr,"[0.00000000e+00+1.50522754e-05j 4.55956911e-06+0.00000000e+00j
 9.72719690e-06+0.00000000e+00j ... 3.12777682e-02+0.00000000e+00j
 3.25779837e-02+0.00000000e+00j 3.50118740e-02+0.00000000e+00j]","{'O', 'Yb', 'Er', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'S', 'Ho'}"
1790,6,ClF210NO3Rb207Sr,"[0.00000000e+00+1.05078284e-05j 0.00000000e+00+4.93899914e-06j
 1.03393548e-05+0.00000000e+00j ... 3.04421315e-02+0.00000000e+00j
 3.06348577e-02+0.00000000e+00j 3.59472705e-02+0.00000000e+00j]","{'O', 'Yb', 'Er', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'S', 'Ho'}"
1792,0,Nb72O252Sr72,"[0.        +5.13066208e-05j 0.        +4.26849268e-05j
 0.        +2.04553507e-05j ... 0.10522802+0.00000000e+00j
 0.10526835+0.00000000e+00j 0.10526862+0.00000000e+00j]","{'Ti', 'Nd', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1792,1,Cl5FNa2Nb69O239Sr71,"[0.        +8.22402096e-03j 0.        +3.88134316e-04j
 0.        +2.59377900e-05j ... 0.10461935+0.00000000e+00j
 0.10504344+0.00000000e+00j 0.10581442+0.00000000e+00j]","{'Ti', 'Nd', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1792,2,ClKNb70O246RbSr70,"[0.00000000e+00+2.56717409e-05j 1.12394395e-05+0.00000000e+00j
 4.24604810e-05+0.00000000e+00j ... 1.07191606e-01+0.00000000e+00j
 1.07512148e-01+0.00000000e+00j 1.08689565e-01+0.00000000e+00j]","{'Ti', 'Nd', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1792,3,ClCsF3Nb70O247Sr69,"[0.00000000e+00+3.65348490e-05j 0.00000000e+00+1.80940613e-05j
 2.55133811e-05+0.00000000e+00j ... 1.09865773e-01+0.00000000e+00j
 1.10258810e-01+0.00000000e+00j 1.24036792e-01+0.00000000e+00j]","{'Ti', 'Nd', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1792,4,ClFNb70O246Sr70Ti,"[0.        +2.37713621e-03j 0.        +1.81908493e-03j
 0.        +4.22530899e-05j ... 0.10728086+0.00000000e+00j
 0.10755964+0.00000000e+00j 0.10881312+0.00000000e+00j]","{'Ti', 'Nd', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1792,5,F3NaNb70O241Sr71,"[0.00000000e+00+1.13155017e-03j 0.00000000e+00+2.44253919e-05j
 1.73269576e-05+0.00000000e+00j ... 1.05012566e-01+0.00000000e+00j
 1.05309844e-01+0.00000000e+00j 1.07999028e-01+0.00000000e+00j]","{'Ti', 'Nd', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1792,6,Cl6F2Nb72O241RbSr71,"[0.00000000e+00+2.51731539e-05j 1.01553157e-05+0.00000000e+00j
 2.01019240e-05+0.00000000e+00j ... 1.03445694e-01+0.00000000e+00j
 1.04232838e-01+0.00000000e+00j 1.04976105e-01+0.00000000e+00j]","{'Ti', 'Nd', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1794,0,H72Mn72O216S36,"[0.00000000e+00+6.4063655e-05j 3.88307699e-05+0.0000000e+00j
 4.69703652e-05+0.0000000e+00j ... 4.27449000e-01+0.0000000e+00j
 4.27510404e-01+0.0000000e+00j 4.27511560e-01+0.0000000e+00j]","{'I', 'Cd', 'Si', 'Cl', 'Br', 'Co', 'Ge', 'Zn', 'F'}"
1794,1,H69BrCl4IMn71O213S33,"[0.        +2.89726606e-03j 0.        +4.30516522e-05j
 0.        +1.14705143e-05j ... 0.44998795+0.00000000e+00j
 0.4505599 +0.00000000e+00j 0.45302201+0.00000000e+00j]","{'I', 'Cd', 'Si', 'Cl', 'Br', 'Co', 'Ge', 'Zn', 'F'}"
1794,2,H69ClF2Mn71O209S36,"[0.00000000e+00+3.92652767e-05j 4.31869480e-06+0.00000000e+00j
 3.96760540e-05+0.00000000e+00j ... 4.45911290e-01+0.00000000e+00j
 4.46599818e-01+0.00000000e+00j 4.48367508e-01+0.00000000e+00j]","{'I', 'Cd', 'Si', 'Cl', 'Br', 'Co', 'Ge', 'Zn', 'F'}"
1794,3,H68Mn71O211S36,"[0.        +2.62029913e-03j 0.        +3.23251100e-05j
 0.        +2.57519361e-05j ... 0.44585987+0.00000000e+00j
 0.44707758+0.00000000e+00j 0.44755825+0.00000000e+00j]","{'I', 'Cd', 'Si', 'Cl', 'Br', 'Co', 'Ge', 'Zn', 'F'}"
1796,0,As192Cd96Sn96,"[0.00000000e+00+4.40776292e-06j 5.21026104e-06+0.00000000e+00j
 8.19941357e-06+0.00000000e+00j ... 2.40982818e-02+0.00000000e+00j
 2.42199683e-02+0.00000000e+00j 2.42199933e-02+0.00000000e+00j]","{'Ni', 'Zr', 'Sn', 'U', 'Cu', 'Hf', 'Co', 'Li', 'Mg'}"
1796,1,As187Cd93CoSn96Zr,"[0.00000000e+00+3.47472237e-06j 4.47904162e-06+0.00000000e+00j
 6.96977745e-06+0.00000000e+00j ... 2.49816579e-02+0.00000000e+00j
 2.59097433e-02+0.00000000e+00j 3.08653436e-02+0.00000000e+00j]","{'Ni', 'Zr', 'Sn', 'U', 'Cu', 'Hf', 'Co', 'Li', 'Mg'}"
1796,2,As185Cd92Cu2MgSn95,"[0.00000000e+00+7.34016411e-06j 0.00000000e+00+3.77378027e-06j
 6.98585505e-06+0.00000000e+00j ... 2.77444634e-02+0.00000000e+00j
 2.82567734e-02+0.00000000e+00j 2.88242311e-02+0.00000000e+00j]","{'Ni', 'Zr', 'Sn', 'U', 'Cu', 'Hf', 'Co', 'Li', 'Mg'}"
1796,3,As190Cd94CuSn95Zr2,"[0.00000000e+00+1.06479043e-05j 4.29746481e-06+0.00000000e+00j
 7.24530345e-06+0.00000000e+00j ... 2.54570983e-02+0.00000000e+00j
 2.55894776e-02+0.00000000e+00j 2.63247961e-02+0.00000000e+00j]","{'Ni', 'Zr', 'Sn', 'U', 'Cu', 'Hf', 'Co', 'Li', 'Mg'}"
1799,0,Ag144Cs72I216,"[0.        +6.38432591e-06j 0.        +5.44051764e-06j
 0.        +1.16406969e-06j ... 0.01562506+0.00000000e+00j
 0.01562627+0.00000000e+00j 0.01562632+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'K', 'S', 'Cs', 'Se'}"
1799,1,Ag139BaCs69I210InKO2SSe,"[0.        +0.00099063j 0.        +0.00039964j 0.        +0.0003313j  ...
 0.03930644+0.j         0.06830704+0.j         0.07385444+0.j        ]","{'O', 'In', 'Ba', 'Sr', 'N', 'K', 'S', 'Cs', 'Se'}"
1799,2,Ag142Cs69I213InNO2Sr,"[0.00000000e+00+4.77630896e-06j 2.10525246e-06+0.00000000e+00j
 4.83580983e-06+0.00000000e+00j ... 4.73122827e-02+0.00000000e+00j
 5.00198450e-02+0.00000000e+00j 6.63232274e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'K', 'S', 'Cs', 'Se'}"
1799,3,Ag140Ba2Cs71I211In2O2,"[0.        +1.25323622e-03j 0.        +3.86592499e-04j
 0.        +7.90867720e-05j ... 0.03866641+0.00000000e+00j
 0.04819517+0.00000000e+00j 0.06850039+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'K', 'S', 'Cs', 'Se'}"
1801,0,Ag96Ga96Se192,"[0.00000000e+00+1.11074927e-05j 8.35036496e-06+0.00000000e+00j
 1.95688444e-05+0.00000000e+00j ... 2.65500167e-02+0.00000000e+00j
 2.66490819e-02+0.00000000e+00j 2.66491348e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'W', 'Ga', 'Li', 'Cs', 'Mg'}"
1801,1,Ag94Ga94LiMg2N5Se182,"[0.        +1.24162665e-03j 0.        +1.13362421e-05j
 0.        +7.70429192e-06j ... 0.07903391+0.00000000e+00j
 0.07913518+0.00000000e+00j 0.08631534+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'W', 'Ga', 'Li', 'Cs', 'Mg'}"
1801,2,Ag93Ga95LiMgNO2Se190,"[0.00000000e+00+9.84148631e-06j 5.35865272e-06+0.00000000e+00j
 1.13918629e-05+0.00000000e+00j ... 6.44955700e-02+0.00000000e+00j
 7.77160792e-02+0.00000000e+00j 7.79557298e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'W', 'Ga', 'Li', 'Cs', 'Mg'}"
1801,4,Ag91Ba2Ga96N7Se184,"[0.00000000e+00+1.26816928e-05j 0.00000000e+00+6.73578362e-06j
 1.34077388e-05+0.00000000e+00j ... 7.78379352e-02+0.00000000e+00j
 7.81094761e-02+0.00000000e+00j 7.99664406e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'W', 'Ga', 'Li', 'Cs', 'Mg'}"
1801,5,Ag94Cs3Ga92LiMgN4Se181,"[0.        +2.34492340e-03j 0.        +8.06627567e-06j
 0.        +2.60035402e-06j ... 0.07925259+0.00000000e+00j
 0.0794252 +0.00000000e+00j 0.08094722+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'W', 'Ga', 'Li', 'Cs', 'Mg'}"
1801,6,Ag96BaGa93NSe191,"[0.00000000e+00+9.75484205e-06j 3.27751284e-06+0.00000000e+00j
 1.16727835e-05+0.00000000e+00j ... 4.07071865e-02+0.00000000e+00j
 5.75932103e-02+0.00000000e+00j 7.85951300e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'W', 'Ga', 'Li', 'Cs', 'Mg'}"
1802,0,Ca18O216Pd54Ti72,"[0.        +0.01003259j 0.        +0.01003204j 0.        +0.0074432j  ...
 0.07767795+0.j         0.07861566+0.j         0.07861583+0.j        ]","{'Mn', 'La', 'K', 'Na', 'Ta', 'Fe', 'Cs', 'F'}"
1802,1,Ca18F6FeNaO209Pd49Ti70,"[0.00000000e+00+1.77543547e-03j 0.00000000e+00+3.03632796e-05j
 2.24994424e-05+0.00000000e+00j ... 8.90830896e-02+0.00000000e+00j
 9.26071223e-02+0.00000000e+00j 9.55397662e-02+0.00000000e+00j]","{'Mn', 'La', 'K', 'Na', 'Ta', 'Fe', 'Cs', 'F'}"
1802,2,Ca18F2MnNaO213Pd52Ti71,"[0.        +4.82241112e-03j 0.        +3.72497943e-03j
 0.        +3.33393888e-05j ... 0.08394349+0.00000000e+00j
 0.085878  +0.00000000e+00j 0.08665969+0.00000000e+00j]","{'Mn', 'La', 'K', 'Na', 'Ta', 'Fe', 'Cs', 'F'}"
1802,3,Ca17CsF5FeNaO207Pd52Ti71,"[0.        +5.42526187e-03j 0.        +2.63302118e-03j
 0.        +2.98077759e-05j ... 0.08738563+0.00000000e+00j
 0.08886718+0.00000000e+00j 0.09257344+0.00000000e+00j]","{'Mn', 'La', 'K', 'Na', 'Ta', 'Fe', 'Cs', 'F'}"
1802,4,Ca17F8Na2O207Pd54Ti71,"[0.        +0.00578208j 0.        +0.00459659j 0.        +0.00157118j ...
 0.08452958+0.j         0.08484694+0.j         0.08508191+0.j        ]","{'Mn', 'La', 'K', 'Na', 'Ta', 'Fe', 'Cs', 'F'}"
1802,5,Ca18F3FeO210Pd53Ti72,"[0.        +0.00664897j 0.        +0.00545426j 0.        +0.00436863j ...
 0.08343221+0.j         0.08358907+0.j         0.08475241+0.j        ]","{'Mn', 'La', 'K', 'Na', 'Ta', 'Fe', 'Cs', 'F'}"
1802,6,Ca17F3Na3O207Pd50Ti70,"[0.00000000e+00+4.25207453e-05j 1.41849952e-05+0.00000000e+00j
 1.93645710e-05+0.00000000e+00j ... 9.17611596e-02+0.00000000e+00j
 9.27875880e-02+0.00000000e+00j 9.97654819e-02+0.00000000e+00j]","{'Mn', 'La', 'K', 'Na', 'Ta', 'Fe', 'Cs', 'F'}"
1804,0,O288Zr144,"[0.00000000e+00+2.98769383e-05j 1.69868942e-05+0.00000000e+00j
 5.12322183e-05+0.00000000e+00j ... 7.82307288e-02+0.00000000e+00j
 7.82309501e-02+0.00000000e+00j 7.83416305e-02+0.00000000e+00j]","{'Mn', 'Cl', 'P', 'Br', 'V', 'Fe', 'Mg', 'F'}"
1804,1,Cl2F4Fe2MnO276Zr139,"[0.00000000e+00+4.21141894e-05j 0.00000000e+00+3.43471690e-05j
 4.56353035e-06+0.00000000e+00j ... 8.70849390e-02+0.00000000e+00j
 9.01861117e-02+0.00000000e+00j 9.17859474e-02+0.00000000e+00j]","{'Mn', 'Cl', 'P', 'Br', 'V', 'Fe', 'Mg', 'F'}"
1804,2,BrCl2FO281PV2Zr138,"[1.07064011e-05+0.j 2.38646385e-05+0.j 3.88943028e-05+0.j ...
 8.72388428e-02+0.j 8.83177956e-02+0.j 9.67301730e-02+0.j]","{'Mn', 'Cl', 'P', 'Br', 'V', 'Fe', 'Mg', 'F'}"
1804,3,BrCl5F4O273VZr142,"[0.00000000e+00+3.56567919e-05j 0.00000000e+00+1.52237047e-05j
 4.54480179e-05+0.00000000e+00j ... 8.38003817e-02+0.00000000e+00j
 8.44776227e-02+0.00000000e+00j 9.27966300e-02+0.00000000e+00j]","{'Mn', 'Cl', 'P', 'Br', 'V', 'Fe', 'Mg', 'F'}"
1804,4,BrClFeMnO285PVZr140,"[0.00000000e+00+4.36006930e-05j 0.00000000e+00+3.02319789e-05j
 3.67176238e-05+0.00000000e+00j ... 8.75629132e-02+0.00000000e+00j
 9.05829376e-02+0.00000000e+00j 9.30960895e-02+0.00000000e+00j]","{'Mn', 'Cl', 'P', 'Br', 'V', 'Fe', 'Mg', 'F'}"
1804,5,BrClFO275Zr142,"[6.78442619e-06+0.j 2.06862085e-05+0.j 3.88646529e-05+0.j ...
 8.49188777e-02+0.j 8.68278965e-02+0.j 8.95166350e-02+0.j]","{'Mn', 'Cl', 'P', 'Br', 'V', 'Fe', 'Mg', 'F'}"
1804,6,Br3Cl3F2Mn2O275V2Zr138,"[0.        +4.06616526e-03j 0.        +2.99097364e-03j
 0.        +4.05716735e-05j ... 0.08695157+0.00000000e+00j
 0.08984498+0.00000000e+00j 0.09097496+0.00000000e+00j]","{'Mn', 'Cl', 'P', 'Br', 'V', 'Fe', 'Mg', 'F'}"
1806,0,C162N216,"[0.        +0.09605805j 0.        +0.09605751j 0.        +0.09605733j ...
 0.13687064+0.j         0.13687092+0.j         0.136871  +0.j        ]","{'O', 'La', 'Cu', 'N', 'B', 'S', 'Ag', 'Al', 'Se', 'F'}"
1808,0,Ba72Mn72O216,"[0.00000000e+00+4.28615821e-05j 2.19462862e-05+0.00000000e+00j
 4.65914861e-05+0.00000000e+00j ... 6.18470061e-02+0.00000000e+00j
 6.19023397e-02+0.00000000e+00j 6.19026099e-02+0.00000000e+00j]","{'Ni', 'Nb', 'La', 'Cl', 'K', 'Ta', 'Rh', 'Cs', 'Rb', 'F'}"
1808,1,Ba69ClF2Mn68Ni3O210RbRh,"[0.00000000e+00+4.31534320e-05j 0.00000000e+00+2.71421131e-05j
 2.75485050e-05+0.00000000e+00j ... 6.83799191e-02+0.00000000e+00j
 6.91850231e-02+0.00000000e+00j 7.01578131e-02+0.00000000e+00j]","{'Ni', 'Nb', 'La', 'Cl', 'K', 'Ta', 'Rh', 'Cs', 'Rb', 'F'}"
1808,2,Ba69ClFMn71O209,"[0.        +4.42265983e-03j 0.        +3.69227121e-05j
 0.        +2.38450941e-05j ... 0.08079072+0.00000000e+00j
 0.08204746+0.00000000e+00j 0.09165768+0.00000000e+00j]","{'Ni', 'Nb', 'La', 'Cl', 'K', 'Ta', 'Rh', 'Cs', 'Rb', 'F'}"
1808,3,Ba70Cl3F3Mn70O204,"[0.00000000e+00+3.26521015e-05j 8.25024346e-06+0.00000000e+00j
 4.25142273e-05+0.00000000e+00j ... 7.68137140e-02+0.00000000e+00j
 7.78974080e-02+0.00000000e+00j 8.08203946e-02+0.00000000e+00j]","{'Ni', 'Nb', 'La', 'Cl', 'K', 'Ta', 'Rh', 'Cs', 'Rb', 'F'}"
1809,0,Ga144Se216,"[7.85520549e-06+0.j 1.29522208e-05+0.j 1.42166700e-05+0.j ...
 2.96471718e-02+0.j 2.96472522e-02+0.j 2.96473385e-02+0.j]","{'Zr', 'Si', 'Ba', 'N', 'Se', 'Na', 'Ta', 'Li', 'Ge', 'Cs'}"
1809,1,BaCsGa138N3Se209,"[0.        +2.20738837e-03j 0.        +1.83120261e-05j
 0.        +1.05307041e-05j ... 0.07942975+0.00000000e+00j
 0.08455248+0.00000000e+00j 0.08512297+0.00000000e+00j]","{'Zr', 'Si', 'Ba', 'N', 'Se', 'Na', 'Ta', 'Li', 'Ge', 'Cs'}"
1809,3,BaGa143N4Se209,"[0.        +2.39089394e-04j 0.        +1.70070491e-05j
 0.        +2.20652784e-06j ... 0.08412708+0.00000000e+00j
 0.08958704+0.00000000e+00j 0.09182537+0.00000000e+00j]","{'Zr', 'Si', 'Ba', 'N', 'Se', 'Na', 'Ta', 'Li', 'Ge', 'Cs'}"
1809,4,Ga141N7Se206Si,"[0.00000000e+00+1.07385118e-05j 0.00000000e+00+8.93735531e-06j
 1.41595776e-05+0.00000000e+00j ... 7.67426787e-02+0.00000000e+00j
 7.93493732e-02+0.00000000e+00j 9.35631425e-02+0.00000000e+00j]","{'Zr', 'Si', 'Ba', 'N', 'Se', 'Na', 'Ta', 'Li', 'Ge', 'Cs'}"
1809,5,BaGa141N4Se213,"[0.        +7.94029140e-04j 0.        +1.71446932e-05j
 0.        +1.00609652e-05j ... 0.07566   +0.00000000e+00j
 0.09001061+0.00000000e+00j 0.09065504+0.00000000e+00j]","{'Zr', 'Si', 'Ba', 'N', 'Se', 'Na', 'Ta', 'Li', 'Ge', 'Cs'}"
1809,6,BaCsGa141N2Se211Zr,"[0.00000000e+00+1.78213458e-05j 0.00000000e+00+2.99948860e-06j
 1.25942140e-05+0.00000000e+00j ... 7.51955353e-02+0.00000000e+00j
 7.56481653e-02+0.00000000e+00j 7.66847879e-02+0.00000000e+00j]","{'Zr', 'Si', 'Ba', 'N', 'Se', 'Na', 'Ta', 'Li', 'Ge', 'Cs'}"
1812,0,O256V128,"[0.        +0.02039039j 0.        +0.02038968j 0.        +0.01667606j ...
 0.04578261+0.j         0.0457831 +0.j         0.04578312+0.j        ]","{'Ni', 'Nb', 'Mn', 'Cd', 'Ru', 'Cu', 'Cl', 'Ta', 'Mg', 'F'}"
1812,1,ClFO248V127,"[0.        +3.46550245e-03j 0.        +4.67870701e-05j
 0.        +3.57536834e-05j ... 0.08378327+0.00000000e+00j
 0.08745106+0.00000000e+00j 0.0908389 +0.00000000e+00j]","{'Ni', 'Nb', 'Mn', 'Cd', 'Ru', 'Cu', 'Cl', 'Ta', 'Mg', 'F'}"
1812,2,Cl2NiO253V126,"[0.        +1.63809496e-02j 0.        +6.74488266e-03j
 0.        +3.91804069e-05j ... 0.0888756 +0.00000000e+00j
 0.10117253+0.00000000e+00j 0.10218855+0.00000000e+00j]","{'Ni', 'Nb', 'Mn', 'Cd', 'Ru', 'Cu', 'Cl', 'Ta', 'Mg', 'F'}"
1812,3,Cl2O252V126,"[0.00000000e+00+1.99049283e-03j 0.00000000e+00+1.21900736e-05j
 2.23732866e-05+0.00000000e+00j ... 8.54933495e-02+0.00000000e+00j
 8.71332671e-02+0.00000000e+00j 9.90774866e-02+0.00000000e+00j]","{'Ni', 'Nb', 'Mn', 'Cd', 'Ru', 'Cu', 'Cl', 'Ta', 'Mg', 'F'}"
1812,4,Cd2CuF3Nb2NiO252V120,"[0.        +0.01110356j 0.        +0.00448233j 0.        +0.00360989j ...
 0.08775626+0.j         0.08866006+0.j         0.11120638+0.j        ]","{'Ni', 'Nb', 'Mn', 'Cd', 'Ru', 'Cu', 'Cl', 'Ta', 'Mg', 'F'}"
1812,5,ClCuFMgO247V123,"[0.        +0.00899184j 0.        +0.00758602j 0.        +0.00633052j ...
 0.10849757+0.j         0.11975979+0.j         0.12509628+0.j        ]","{'Ni', 'Nb', 'Mn', 'Cd', 'Ru', 'Cu', 'Cl', 'Ta', 'Mg', 'F'}"
1812,6,CdCl3F2MnNbNiO247V123,"[0.        +0.01042455j 0.        +0.00735571j 0.        +0.00497316j ...
 0.07396446+0.j         0.07532804+0.j         0.08170128+0.j        ]","{'Ni', 'Nb', 'Mn', 'Cd', 'Ru', 'Cu', 'Cl', 'Ta', 'Mg', 'F'}"
1813,0,Cd250S250,"[0.00000000e+00+1.68463394e-05j 4.95535942e-06+0.00000000e+00j
 1.38834093e-05+0.00000000e+00j ... 3.20899995e-02+0.00000000e+00j
 3.20900652e-02+0.00000000e+00j 3.21857218e-02+0.00000000e+00j]","{'O', 'Si', 'Sn', 'N', 'Cl', 'Na', 'K', 'Li', 'Ge', 'Cr'}"
1813,1,Cd236Cl3Cr3GeLiN2NaOS237Si2,"[0.00000000e+00+9.64224037e-06j 0.00000000e+00+6.09192311e-06j
 9.80463733e-06+0.00000000e+00j ... 5.78189182e-02+0.00000000e+00j
 5.90236168e-02+0.00000000e+00j 1.43171804e-01+0.00000000e+00j]","{'O', 'Si', 'Sn', 'N', 'Cl', 'Na', 'K', 'Li', 'Ge', 'Cr'}"
1813,2,Cd244ClCr3N3O2S242Si,"[0.00000000e+00+1.08789208e-05j 8.21643023e-06+0.00000000e+00j
 1.18556219e-05+0.00000000e+00j ... 5.76274408e-02+0.00000000e+00j
 9.46232778e-02+0.00000000e+00j 1.35053891e-01+0.00000000e+00j]","{'O', 'Si', 'Sn', 'N', 'Cl', 'Na', 'K', 'Li', 'Ge', 'Cr'}"
1813,3,Cd241Cl4K3LiNOS242Si2Sn,"[0.00000000e+00+1.44342413e-05j 1.47003071e-06+0.00000000e+00j
 1.19469220e-05+0.00000000e+00j ... 5.89048877e-02+0.00000000e+00j
 5.89297530e-02+0.00000000e+00j 8.99455262e-02+0.00000000e+00j]","{'O', 'Si', 'Sn', 'N', 'Cl', 'Na', 'K', 'Li', 'Ge', 'Cr'}"
1814,0,Cr96F288,"[0.        +5.33931440e-05j 0.        +3.39481297e-05j
 0.        +1.24569416e-05j ... 0.05467081+0.00000000e+00j
 0.05467088+0.00000000e+00j 0.05560226+0.00000000e+00j]","{'O', 'Zr', 'Sb', 'W', 'Na', 'K', 'Ta', 'Li', 'Se', 'Mg'}"
1814,1,Cr93F280O3,"[0.00000000e+00+2.45854838e-05j 0.00000000e+00+2.25926635e-05j
 1.52322672e-05+0.00000000e+00j ... 8.11676894e-02+0.00000000e+00j
 8.77269682e-02+0.00000000e+00j 1.05056898e-01+0.00000000e+00j]","{'O', 'Zr', 'Sb', 'W', 'Na', 'K', 'Ta', 'Li', 'Se', 'Mg'}"
1814,2,Cr94F282K,"[0.00000000e+00+3.40046725e-05j 0.00000000e+00+1.44706315e-05j
 3.94119710e-05+0.00000000e+00j ... 7.33524808e-02+0.00000000e+00j
 7.38296195e-02+0.00000000e+00j 7.79198528e-02+0.00000000e+00j]","{'O', 'Zr', 'Sb', 'W', 'Na', 'K', 'Ta', 'Li', 'Se', 'Mg'}"
1814,3,Cr93F281O4Se,"[0.00000000e+00+2.95818488e-05j 0.00000000e+00+1.52839470e-06j
 1.95523361e-05+0.00000000e+00j ... 7.38116201e-02+0.00000000e+00j
 7.53069859e-02+0.00000000e+00j 7.71663288e-02+0.00000000e+00j]","{'O', 'Zr', 'Sb', 'W', 'Na', 'K', 'Ta', 'Li', 'Se', 'Mg'}"
1814,4,Cr91F278KO7Se,"[0.00000000e+00+4.5865404e-05j 1.79367426e-05+0.0000000e+00j
 3.44040208e-05+0.0000000e+00j ... 9.38739034e-02+0.0000000e+00j
 1.15079198e-01+0.0000000e+00j 1.29322415e-01+0.0000000e+00j]","{'O', 'Zr', 'Sb', 'W', 'Na', 'K', 'Ta', 'Li', 'Se', 'Mg'}"
1814,5,Cr91F276MgO6Zr,"[0.00000000e+00+4.26027078e-05j 1.25258777e-05+0.00000000e+00j
 2.55872941e-05+0.00000000e+00j ... 1.15443240e-01+0.00000000e+00j
 1.15928458e-01+0.00000000e+00j 1.25483883e-01+0.00000000e+00j]","{'O', 'Zr', 'Sb', 'W', 'Na', 'K', 'Ta', 'Li', 'Se', 'Mg'}"
1814,6,Cr92F280O4Zr,"[0.00000000e+00+4.39675133e-05j 1.39574687e-05+0.00000000e+00j
 3.15581251e-05+0.00000000e+00j ... 7.38486478e-02+0.00000000e+00j
 7.42720481e-02+0.00000000e+00j 7.56718595e-02+0.00000000e+00j]","{'O', 'Zr', 'Sb', 'W', 'Na', 'K', 'Ta', 'Li', 'Se', 'Mg'}"
1815,0,Ag192O192,"[0.00000000e+00+1.58336096e-05j 3.69506244e-06+0.00000000e+00j
 1.95779335e-05+0.00000000e+00j ... 5.59027236e-02+0.00000000e+00j
 5.59028470e-02+0.00000000e+00j 5.65389455e-02+0.00000000e+00j]","{'O', 'Mn', 'N', 'Sc', 'Na', 'Ag', 'Li', 'Fe', 'V', 'F'}"
1815,1,Ag183LiMn2N3Na3O188,"[0.        +2.04081582e-03j 0.        +9.81441320e-06j
 0.        +8.83123105e-06j ... 0.05945422+0.00000000e+00j
 0.05997894+0.00000000e+00j 0.121953  +0.00000000e+00j]","{'O', 'Mn', 'N', 'Sc', 'Na', 'Ag', 'Li', 'Fe', 'V', 'F'}"
1815,2,Ag184LiNO190Sc,"[0.00000000e+00+1.2159139e-05j 0.00000000e+00+7.8673127e-06j
 1.71963758e-05+0.0000000e+00j ... 5.85517523e-02+0.0000000e+00j
 6.19666094e-02+0.0000000e+00j 1.14485572e-01+0.0000000e+00j]","{'O', 'Mn', 'N', 'Sc', 'Na', 'Ag', 'Li', 'Fe', 'V', 'F'}"
1815,3,Ag185F6LiNa2O186V2,"[0.        +5.99105580e-03j 0.        +2.51215798e-03j
 0.        +2.95016154e-06j ... 0.07282845+0.00000000e+00j
 0.08225914+0.00000000e+00j 0.0942143 +0.00000000e+00j]","{'O', 'Mn', 'N', 'Sc', 'Na', 'Ag', 'Li', 'Fe', 'V', 'F'}"
